,Date,Home Team,Away Team,Referee,AttackRateH,AttackRateA,DefenceRateH,DefenceRateA,DGH,DGA,Home Rank,Away Rank,Avg HST,Avg AST,Avg HF,Avg AF,Avg HC,Avg AC,Avg HR,Avg AR,Avg HY,Avg AY
3478,22-09-19,Arsenal,Aston Villa,J Moss,0.648,0.352,0.655,0.345,0.479,0.683,0.8,0,0.02,0.043,0.031,0.045,0.027,0.012,0.014,0.048,0.034,0.008
3496,06-10-19,Arsenal,Bournemouth,M Atkinson,0.508,0.492,0.825,0.175,0.438,0.767,0.8,0.35,0.006,0.009,0.027,0.017,0.04,0.014,0.006,0,0.006,0.015
3569,05-12-19,Arsenal,Brighton,G Scott,0.577,0.423,0.66,0.34,0.5,0.675,0.8,0.2,0.014,0.035,0.019,0.026,0.022,0.022,0.011,0,0.016,0.006
3430,17-08-19,Arsenal,Burnley,M Dean,0.538,0.462,0.95,0.05,0.219,0.692,0.8,0.3,0.034,0.026,0.034,0.036,0.033,0.023,0.015,0,0.015,0.009
3270,29-01-19,Arsenal,Cardiff,M Dean,0.779,0.221,0.372,0.628,0.885,0.333,0.75,0,0.009,0.007,0.023,0.025,0.008,0.015,0.014,0,0.014,0.017
3616,29-12-19,Arsenal,Chelsea,C Pawson,0.475,0.525,0.734,0.266,0.281,0.767,0.8,0.9,0.005,0.014,0.023,0.042,0.004,0.007,0.026,0,0.026,0.024
3517,27-10-19,Arsenal,Crystal Palace,M Atkinson,0.435,0.565,0.737,0.263,0.24,0.767,0.8,0.45,0.019,0.017,0.039,0.024,0.033,0.014,0.012,0,0.012,0
3240,01-01-19,Arsenal,Fulham,G Scott,0.676,0.324,0.394,0.606,0.365,0.242,0.75,0,0.022,0.014,0.012,0.026,0.017,0.006,0,0,0,0.006
3588,15-12-19,Arsenal,Man City,P Tierney,0.561,0.439,0.595,0.405,0.635,0.883,0.8,1,0.003,0.026,0.017,0.056,0.007,0.007,0.005,0,0.005,0.025
3627,01-01-20,Arsenal,Man United,C Kavanagh,0.627,0.373,0.746,0.254,0.344,0.667,0.8,0.75,0.01,0.014,0.019,0.032,0.002,0.009,0.01,0,0.01,0
3353,01-04-19,Arsenal,Newcastle,A Taylor,0.586,0.414,0.405,0.595,0.708,0.608,0.75,0.55,0.008,0.003,0.016,0.018,0.011,0.004,0.008,0,0.008,0
3640,18-01-20,Arsenal,Sheffield United,M Dean,0.628,0.372,0.702,0.298,0.656,0.733,0.8,0,0.01,0.013,0.015,0.027,0.008,0.01,0.01,0,0.005,0.011
3541,23-11-19,Arsenal,Southampton,S Attwell,0.683,0.317,0.725,0.275,0.333,0.625,0.8,0.25,0.014,0.024,0.026,0.048,0.015,0.02,0.017,0,0.034,0.013
3459,01-09-19,Arsenal,Tottenham,M Atkinson,0.444,0.556,0.879,0.121,0.208,0.817,0.8,0.85,0.029,0.045,0.033,0.059,0.034,0.019,0.007,0.05,0.021,0.042
3521,02-11-19,Arsenal,Wolves,M Oliver,0.513,0.487,0.78,0.22,0.49,0.8,0.8,0.7,0.012,0.033,0.013,0.039,0.021,0.023,0.024,0,0,0.014
3098,23-09-18,Arsenal,Everton,J Moss,0.55,0.45,0.45,0.55,0.281,0.458,0.75,0.65,0.017,0.029,0.04,0.036,0.015,0.027,0.014,0,0.014,0.008
3190,08-12-18,Arsenal,Huddersfield,P Tierney,0.56,0.44,0.33,0.67,0.396,0.35,0.75,0.25,0.005,0,0.024,0.048,0.016,0.002,0.026,0,0.026,0.026
2520,11-02-17,Arsenal,Hull,M Clattenburg,0.75,0.25,0.43,0.57,0.385,0.142,0.95,0,0.016,0.013,0.019,0.018,0.006,0.016,0.014,0.032,0.014,0.005
3129,22-10-18,Arsenal,Leicester,C Kavanagh,0.51,0.49,0.35,0.65,0.521,0.65,0.75,0.6,0.019,0.009,0.022,0.027,0.016,0.011,0.012,0,0.012,0.014
3140,03-11-18,Arsenal,Liverpool,A Marriner,0.59,0.41,0.49,0.51,0.375,0.458,0.75,0.85,0.012,0.017,0.015,0.018,0.013,0.021,0.006,0,0.006,0.007
2246,4/30/2016,Arsenal,Norwich,M Jones,0.61,0.39,0.26,0.74,0.646,0.408,0.9,0,0.006,0.008,0.011,0.012,0.012,0.005,0.004,0,0.004,0
2972,01-04-18,Arsenal,Stoke,C Pawson,0.56,0.44,0.41,0.59,0.406,0.467,0.8,0.4,0.023,0.006,0.013,0.024,0.011,0.009,0.004,0,0.004,0.01
2646,5/16/2017,Arsenal,Sunderland,R East,0.76,0.24,0.43,0.57,0.729,0.292,0.95,0.2,0.026,0.006,0.021,0.017,0.03,0.005,0.016,0,0.016,0.009
2750,28-10-17,Arsenal,Swansea,L Mason,0.5,0.5,0.53,0.47,0.469,0.642,0.8,0.3,0.016,0.009,0.02,0.024,0.014,0.005,0,0,0,0
2719,25-09-17,Arsenal,West Brom,R Madley,0.66,0.34,0.35,0.65,0.302,0.35,0.8,0.55,0.02,0.014,0.019,0.051,0.021,0.012,0.007,0,0.007,0.032
3060,25-08-18,Arsenal,West Ham,G Scott,0.37,0.63,0.65,0.35,0.438,0.792,0.75,0.4,0.036,0.025,0.04,0.041,0.031,0.006,0.007,0,0.007,0.025
,12/13/2015,Aston Villa,Arsenal,K Friend,0.51,0.49,0.48,0.52,0.219,0.467,0.2,0.9,0.005,0.015,0.015,0.016,0.012,0.012,0,0,0,0
,17-08-19,Aston Villa,Bournemouth,M Atkinson,0.56,0.44,0.8,0.2,0.323,0.792,0,0.35,0.026,0.021,0.026,0.043,0.033,0.016,0.015,0,0,0.018
,28-09-19,Aston Villa,Burnley,L Mason,0.53,0.47,0.78,0.22,0.552,0.833,0,0.3,0.01,0.014,0.023,0.045,0.02,0.009,0.006,0,0.006,0.03
,09-11-13,Aston Villa,Cardiff,M Atkinson,0.38,0.63,0.54,0.46,0.323,0.667,0.3,0,0.018,0.008,0.021,0.008,0.013,0.008,0.006,0,0.006,0.007
,02-04-16,Aston Villa,Chelsea,N Swarbrick,0.55,0.45,0.51,0.49,0.448,0.442,0.2,1,0.008,0.024,0.018,0.015,0.013,0.004,0.004,0,0.017,0.005
,12-01-16,Aston Villa,Crystal Palace,M Clattenburg,0.4,0.6,0.38,0.62,0.135,0.342,0.2,0.55,0.008,0.004,0.027,0.02,0.02,0,0.01,0,0.01,0.006
3440,23-08-19,Aston Villa,Everton,M Oliver,0.683,0.317,1,0,0.521,0.725,0,0.65,0.011,0.005,0.025,0.056,0,0.019,0.014,0,0.014,0.025
,05-04-14,Aston Villa,Fulham,M Oliver,0.7,0.3,0.39,0.61,0.573,0.15,0.3,0.45,0.012,0.023,0.014,0.023,0.004,0.013,0.012,0,0.012,0.01
,8/31/2014,Aston Villa,Hull,M Clattenburg,0.58,0.42,0.28,0.72,0.406,0.542,0.3,0.25,0.014,0.015,0.023,0.031,0.009,0.022,0.007,0,0.007,0.033
,08-12-19,Aston Villa,Leicester,M Oliver,0.4,0.6,0.79,0.21,0.479,0.917,0,0.6,0.005,0.031,0.04,0.036,0.019,0.012,0.033,0,0.033,0.013
3522,02-11-19,Aston Villa,Liverpool,J Moss,0.438,0.563,0.935,0.065,0.271,0.833,0,0.95,0.006,0.025,0.025,0.023,0.005,0.026,0.024,0,0.006,0.014
3638,12-01-20,Aston Villa,Man City,J Moss,0.443,0.557,0.625,0.375,0.438,0.9,0,1,0.002,0.041,0.009,0.026,0.004,0.009,0.005,0,0.01,0.006
,8/14/2015,Aston Villa,Man United,M Dean,0.56,0.44,0.41,0.59,0.281,0.375,0.2,0.85,0.004,0.011,0.037,0.033,0.01,0.016,0.015,0,0.015,0.018
3549,25-11-19,Aston Villa,Newcastle,L Mason,0.571,0.429,0.709,0.291,0.385,0.625,0,0.4,0.023,0.02,0.02,0.023,0.028,0.015,0.006,0,0.006,0.007
3600,26-12-19,Aston Villa,Norwich,C Kavanagh,0.463,0.537,0.7,0.3,0.323,0.708,0,0,0.005,0.021,0.027,0.027,0.011,0.018,0.02,0,0.01,0.018
3591,21-12-19,Aston Villa,Southampton,C Pawson,0.639,0.361,0.659,0.341,0.531,0.692,0,0.25,0.016,0.03,0.03,0.035,0.016,0.012,0.011,0,0.011,0.006
,03-10-15,Aston Villa,Stoke,M Jones,0.72,0.28,0.36,0.64,0.51,0.433,0.2,0.6,0.006,0.023,0.027,0.034,0.026,0.014,0.006,0,0.006,0
,8/29/2015,Aston Villa,Sunderland,R Madley,0.5,0.5,0.35,0.65,0.469,0.667,0.2,0.25,0.021,0.015,0.025,0.044,0.016,0.013,0.014,0,0.014,0.008
,10/24/2015,Aston Villa,Swansea,N Swarbrick,0.62,0.38,0.2,0.8,0.542,0.283,0.2,0.65,0.009,0.017,0.022,0.022,0.011,0.016,0.012,0.043,0.012,0.022
,3/13/2016,Aston Villa,Tottenham,A Taylor,0.41,0.59,0.6,0.4,0.406,0.725,0.2,0.8,0.004,0.024,0.009,0.011,0.009,0.015,0,0,0,0
3649,21-01-20,Aston Villa,Watford,M Atkinson,0.338,0.662,0.718,0.282,0.094,0.783,0,0.5,0.012,0.007,0.018,0.038,0.013,0.006,0.01,0,0.01,0.011
,9/19/2015,Aston Villa,West Brom,M Atkinson,0.61,0.39,0.37,0.63,0.448,0.55,0.2,0.4,0.01,0.029,0.024,0.033,0.006,0.021,0.014,0,0.014,0.024
3469,16-09-19,Aston Villa,West Ham,M Dean,0.6,0.4,0.889,0.111,0.344,0.692,0,0.55,0.017,0.005,0.031,0.036,0.006,0.012,0.014,0.048,0.014,0.008
,8/27/2011,Aston Villa,Wolves,M Atkinson,0.54,0.46,0.52,0.48,0.354,0.558,0.6,0.2,0.018,0.01,0.025,0.028,0.034,0.025,0.007,0,0.007,0.025
3376,20-04-19,Bournemouth,Fulham,D Coote,0.511,0.489,0.383,0.617,0.25,0.367,0.45,0,0.01,0.014,0.015,0.031,0.005,0.012,0.004,0,0.004,0.014
3180,04-12-18,Bournemouth,Huddersfield,R East,0.64,0.36,0.46,0.54,0.677,0.583,0.45,0.25,0.005,0.024,0.027,0.028,0.01,0.02,0.022,0,0.022,0.013
2351,10/15/2016,Bournemouth,Hull,L Mason,0.57,0.43,0.5,0.5,0.167,0.417,0.25,0,0.032,0.018,0.018,0.04,0.014,0.011,0,0,0,0.023
3080,15-09-18,Bournemouth,Leicester,C Pawson,0.7,0.3,0.5,0.5,0.344,0.4,0.45,0.6,0.017,0.038,0.031,0.045,0.012,0.018,0.02,0.048,0.02,0.016
3571,07-12-19,Bournemouth,Liverpool,C Kavanagh,0.453,0.547,0.872,0.128,0.448,0.908,0.35,0.95,0,0.035,0.01,0.014,0.002,0.007,0.016,0,0,0.006
3447,25-08-19,Bournemouth,Man City,A Marriner,0.463,0.537,0.897,0.103,0.188,0.775,0.35,1,0.025,0.025,0.018,0.041,0.013,0.016,0.007,0,0.007,0.025
3520,02-11-19,Bournemouth,Man United,C Kavanagh,0.557,0.443,0.793,0.207,0.542,0.833,0.35,0.75,0.018,0.017,0.029,0.031,0.01,0.026,0.024,0,0.024,0.021
3339,16-03-19,Bournemouth,Newcastle,M Dean,0.448,0.552,0.605,0.395,0.406,0.758,0.45,0.55,0.006,0.012,0.013,0.023,0.011,0.011,0.013,0,0.013,0.01
3502,19-10-19,Bournemouth,Norwich,L Mason,0.582,0.418,0.576,0.424,0.354,0.717,0.35,0,0.006,0.004,0.017,0.03,0.016,0.019,0.012,0,0.006,0.022
3422,10-08-19,Bournemouth,Sheffield United,K Friend,0.407,0.593,1,0,0.281,0.825,0.35,0,0.011,0.016,0.026,0.063,0.01,0.013,0.015,0,0.015,0.009
3120,20-10-18,Bournemouth,Southampton,L Probert,0.72,0.28,0.46,0.54,0.396,0.367,0.45,0.2,0.006,0.017,0.022,0.038,0.016,0.011,0.006,0,0.006,0.014
2911,03-02-18,Bournemouth,Stoke,P Tierney,0.67,0.33,0.42,0.58,0.417,0.225,0.6,0.4,0.018,0.013,0.023,0.038,0.016,0.002,0.009,0,0.009,0.016
2380,05-11-16,Bournemouth,Sunderland,M Dean,0.58,0.42,0.49,0.51,0.438,0.517,0.25,0.2,0.021,0.017,0.029,0.044,0.031,0.005,0.018,0.042,0.018,0.014
3015,05-05-18,Bournemouth,Swansea,K Friend,0.72,0.28,0.4,0.6,0.531,0.192,0.6,0.3,0.01,0.008,0.014,0.017,0.019,0.01,0.004,0,0.004,0.018
3401,04-05-19,Bournemouth,Tottenham,C Pawson,0.61,0.39,0.506,0.494,0.656,0.633,0.45,0.9,0.012,0.014,0.015,0.02,0.017,0.01,0.004,0.054,0.004,0.023
3637,12-01-20,Bournemouth,Watford,M Dean,0.556,0.444,0.614,0.386,0.344,0.642,0.35,0.5,0.002,0.021,0.005,0.028,0.011,0.011,0.005,0,0.005,0.006
2960,17-03-18,Bournemouth,West Brom,G Scott,0.71,0.29,0.41,0.59,0.417,0.275,0.6,0.55,0.011,0.018,0.009,0.017,0.006,0.004,0.004,0,0.004,0.01
3482,28-09-19,Bournemouth,West Ham,S Attwell,0.686,0.314,0.867,0.133,0.531,0.658,0.35,0.55,0.016,0.027,0.016,0.023,0.017,0.017,0.006,0,0.019,0.008
3542,23-11-19,Bournemouth,Wolves,S Hooper,0.545,0.455,0.86,0.14,0.323,0.708,0.35,0.7,0.006,0.028,0.02,0.03,0.013,0.023,0.017,0,0.011,0.007
3661,01-02-20,Bournemouth,Aston Villa,A Taylor,0.529,0.471,0.667,0.333,0.281,0.625,0.35,0,0.014,0.016,0.016,0.03,0.002,0.016,0.009,0,0.005,0.016
3641,18-01-20,Brighton,Aston Villa,A Madley,0.57,0.43,0.617,0.383,0.438,0.65,0.2,0,0.005,0.01,0.018,0.027,0.006,0.008,0.01,0,0.014,0.017
3609,28-12-19,Brighton,Bournemouth,P Tierney,0.565,0.435,0.774,0.226,0.302,0.708,0.2,0.35,0.015,0.007,0.014,0.025,0.02,0.004,0,0,0,0.012
3461,14-09-19,Brighton,Burnley,M Oliver,0.727,0.273,0.714,0.286,0.448,0.633,0.2,0.3,0.017,0.005,0.031,0.021,0.009,0.018,0,0,0,0.016
3375,16-04-19,Brighton,Cardiff,A Marriner,0.524,0.476,0.51,0.49,0.292,0.475,0.3,0,0.004,0.009,0.016,0.023,0.009,0.007,0,0,0,0.005
3619,01-01-20,Brighton,Chelsea,S Attwell,0.398,0.602,0.695,0.305,0.385,0.925,0.2,0.9,0.012,0.017,0.014,0.032,0.011,0.006,0.01,0,0.01,0.017
3181,04-12-18,Brighton,Crystal Palace,K Friend,0.43,0.57,0.47,0.53,0.354,0.625,0.3,0.5,0.009,0.019,0.028,0.029,0.01,0.012,0.022,0,0.011,0.019
3512,26-10-19,Brighton,Everton,A Madley,0.58,0.42,0.8,0.2,0.198,0.683,0.2,0.65,0.012,0.026,0.026,0.033,0,0.014,0.006,0,0.012,0.007
3070,01-09-18,Brighton,Fulham,L Probert,0.74,0.26,0.39,0.61,0.594,0.442,0.3,0,0.018,0.025,0.03,0.044,0.022,0.003,0.021,0,0.021,0.025
3320,02-03-19,Brighton,Huddersfield,M Dean,0.571,0.429,0.333,0.667,0.25,0.225,0.3,0.25,0.009,0.013,0.017,0.012,0.012,0.006,0.004,0,0.009,0.01
3543,23-11-19,Brighton,Leicester,M Dean,0.478,0.522,0.861,0.139,0.313,0.908,0.2,0.6,0,0.036,0.018,0.003,0.015,0.018,0.017,0,0.011,0
3250,12-01-19,Brighton,Liverpool,K Friend,0.345,0.655,0.453,0.547,0.281,0.775,0.3,0.85,0,0.01,0.026,0.01,0.004,0.015,0,0,0,0
3410,12-05-19,Brighton,Man City,M Oliver,0.391,0.609,0.5,0.5,0.271,0.658,0.3,1,0.004,0.024,0.016,0.014,0.003,0.01,0,0,0,0
3056,19-08-18,Brighton,Man United,K Friend,0.36,0.64,0.56,0.44,0.177,0.65,0.3,0.95,0.011,0.016,0.042,0.043,0.01,0.016,0.008,0,0.008,0.009
3391,27-04-19,Brighton,Newcastle,M Dean,0.625,0.375,0.376,0.624,0.531,0.392,0.3,0.55,0.004,0.003,0.01,0.017,0.012,0.007,0.008,0,0.008,0.014
3523,02-11-19,Brighton,Norwich,K Friend,0.691,0.309,0.692,0.308,0.26,0.6,0.2,0,0.015,0,0.023,0.021,0.021,0.008,0.024,0,0,0.007
3593,21-12-19,Brighton,Sheffield United,R Jones,0.44,0.56,0.814,0.186,0.271,0.817,0.2,0,0.005,0.007,0.011,0.025,0.009,0.007,0.011,0,0.005,0.019
3442,24-08-19,Brighton,Southampton,K Friend,0.458,0.542,0.842,0.158,0.156,0.617,0.2,0.25,0.011,0.02,0.023,0.031,0.025,0.016,0.007,0,0.007,0.025
2779,20-11-17,Brighton,Stoke,L Mason,0.65,0.35,0.37,0.63,0.302,0.325,0,0.4,0.009,0.025,0.027,0.013,0.016,0.018,0.006,0,0.006,0
2931,24-02-18,Brighton,Swansea,M Dean,0.61,0.39,0.5,0.5,0.396,0.325,0,0.3,0.011,0.003,0.027,0.012,0.006,0.01,0.004,0,0.004,0
3490,05-10-19,Brighton,Tottenham,J Moss,0.457,0.543,0.842,0.158,0.25,0.717,0.2,0.85,0.019,0.014,0.025,0.02,0.011,0.011,0.013,0,0.013,0.008
3671,08-02-20,Brighton,Watford,K Friend,0.53,0.47,0.631,0.369,0.323,0.617,0.2,0.5,0.005,0.006,0.015,0.024,0.006,0.004,0,0,0.009,0.011
2691,09-09-17,Brighton,West Brom,C Kavanagh,0.67,0.33,0.52,0.48,0.479,0.458,0,0.55,0.021,0.015,0.023,0.013,0.006,0.019,0,0,0.014,0
3432,17-08-19,Brighton,West Ham,A Taylor,0.625,0.375,0.955,0.045,0.5,0.7,0.2,0.55,0.015,0.016,0.029,0.033,0.026,0.02,0.015,0,0,0.018
3578,08-12-19,Brighton,Wolves,J Moss,0.548,0.452,0.805,0.195,0.198,0.725,0.2,0.7,0.011,0.019,0.019,0.017,0.007,0.01,0.033,0,0.016,0
3668,02-02-20,Burnley,Arsenal,C Kavanagh,0.619,0.381,0.612,0.388,0.74,0.775,0.3,0.8,0.005,0.006,0.013,0.022,0.01,0.014,0.005,0,0.005,0.016
3620,01-01-20,Burnley,Aston Villa,M Oliver,0.696,0.304,0.564,0.436,0.458,0.558,0.3,0,0.002,0.021,0.021,0.022,0.017,0.009,0.01,0,0.005,0.006
3091,22-09-18,Burnley,Bournemouth,A Taylor,0.58,0.42,0.44,0.56,0.396,0.45,0.7,0.45,0.017,0.024,0.04,0.018,0.009,0.024,0.014,0,0.014,0
3192,08-12-18,Burnley,Brighton,M Atkinson,0.59,0.41,0.5,0.5,0.177,0.35,0.7,0.3,0.011,0.004,0.021,0.025,0.005,0.016,0.026,0,0.011,0
3367,13-04-19,Burnley,Cardiff,M Dean,0.696,0.304,0.385,0.615,0.573,0.3,0.7,0,0.014,0.006,0.01,0.018,0.014,0.007,0.008,0,0.008,0.015
3515,26-10-19,Burnley,Chelsea,M Oliver,0.571,0.429,0.756,0.244,0.26,0.675,0.3,0.9,0.016,0.03,0.015,0.022,0.014,0.016,0.006,0,0.019,0.014
3551,30-11-19,Burnley,Crystal Palace,P Bankes,0.526,0.474,0.698,0.302,0.188,0.675,0.3,0.45,0.011,0.008,0.026,0.025,0.013,0.015,0.006,0,0.011,0
3491,05-10-19,Burnley,Everton,G Scott,0.69,0.31,0.854,0.146,0.281,0.617,0.3,0.65,0.01,0.009,0.011,0.034,0.02,0.026,0.013,0,0.013,0.008
3251,12-01-19,Burnley,Fulham,M Atkinson,0.528,0.472,0.48,0.52,0.438,0.475,0.7,0,0,0.013,0.009,0.019,0.004,0.013,0,0,0.005,0.011
3111,06-10-18,Burnley,Huddersfield,C Kavanagh,0.49,0.51,0.5,0.5,0.427,0.583,0.7,0.25,0.01,0.009,0.018,0.031,0.003,0.028,0.013,0,0.013,0.015
2312,10-09-16,Burnley,Hull,P Tierney,0.62,0.38,0.51,0.49,0.281,0.492,0,0,0.007,0.015,0.031,0.009,0.015,0.028,0.014,0,0.014,0
3647,19-01-20,Burnley,Leicester,A Taylor,0.438,0.563,0.792,0.208,0.333,0.925,0.3,0.6,0.012,0.027,0.023,0.017,0.008,0.01,0.005,0,0.005,0
3457,31-08-19,Burnley,Liverpool,C Kavanagh,0.443,0.557,0.865,0.135,0.26,0.8,0.3,0.95,0.007,0.035,0.025,0.05,0.019,0.013,0.007,0,0,0
3561,03-12-19,Burnley,Man City,J Moss,0.375,0.625,0.787,0.213,0.292,0.892,0.3,1,0.005,0.031,0.017,0.014,0.007,0.014,0.016,0,0.005,0.006
3615,28-12-19,Burnley,Man United,M Dean,0.582,0.418,0.732,0.268,0.375,0.667,0.3,0.75,0.003,0.018,0.03,0.022,0.011,0.009,0,0,0.02,0.018
3581,14-12-19,Burnley,Newcastle,T Robinson,0.548,0.452,0.754,0.246,0.333,0.658,0.3,0.4,0.011,0,0.028,0.028,0.009,0.007,0.011,0,0,0.012
3472,21-09-19,Burnley,Norwich,D Coote,0.381,0.619,0.872,0.128,0.219,0.833,0.3,0,0.02,0.01,0.026,0.03,0.021,0.009,0.007,0,0,0.008
3423,10-08-19,Burnley,Southampton,G Scott,0.294,0.706,0.912,0.088,0.042,0.733,0.3,0.25,0.015,0.016,0.016,0.039,0.007,0.023,0.015,0,0,0
2820,12-12-17,Burnley,Stoke,M Jones,0.43,0.57,0.44,0.56,0.208,0.583,0.25,0.4,0.005,0.026,0.011,0.032,0.014,0.009,0,0,0,0
2461,12/31/2016,Burnley,Sunderland,G Scott,0.6,0.4,0.4,0.6,0.365,0.342,0,0.2,0.015,0.011,0.017,0.018,0.013,0.004,0.005,0,0.005,0.006
2772,18-11-17,Burnley,Swansea,M Atkinson,0.41,0.59,0.31,0.69,0.385,0.642,0.25,0.3,0.021,0.004,0.025,0.031,0.021,0.016,0.024,0,0.006,0.007
3304,23-02-19,Burnley,Tottenham,M Dean,0.532,0.468,0.471,0.529,0.458,0.608,0.7,0.9,0.009,0.019,0.015,0.023,0.014,0.012,0.018,0,0.005,0.016
3057,19-08-18,Burnley,Watford,P Tierney,0.47,0.53,0.45,0.55,0.229,0.458,0.7,0.35,0.011,0.032,0.021,0.063,0.016,0.007,0.008,0,0.008,0.018
2671,19-08-17,Burnley,West Brom,M Atkinson,0.44,0.56,0.45,0.55,0.458,0.633,0.25,0.55,0,0.005,0.029,0.036,0.016,0.016,0.008,0,0.008,0
3532,09-11-19,Burnley,West Ham,K Friend,0.409,0.591,0.864,0.136,0.208,0.725,0.3,0.55,0.036,0.017,0.035,0.026,0.029,0.01,0.018,0,0.012,0.007
3345,30-03-19,Burnley,Wolves,C Kavanagh,0.466,0.534,0.55,0.45,0.396,0.642,0.7,0,0.002,0.003,0.018,0.018,0.002,0.009,0.004,0,0.004,0.005
1261,11/30/2013,Cardiff,Arsenal,L Mason,0.65,0.35,0.41,0.59,0.583,0.483,0,0.85,0.011,0.024,0.012,0.02,0.008,0.008,0.011,0,0,0.02
1390,11-02-14,Cardiff,Aston Villa,C Foy,0.6,0.4,0.41,0.59,0.417,0.45,0,0.3,0.007,0.019,0.008,0.018,0.014,0.018,0,0,0,0
3282,02-02-19,Cardiff,Bournemouth,J Moss,0.561,0.439,0.472,0.528,0.229,0.35,0,0.45,0.012,0.007,0.027,0.029,0.012,0.015,0.005,0,0.005,0.011
3150,10-11-18,Cardiff,Brighton,M Atkinson,0.62,0.38,0.52,0.48,0.708,0.625,0,0.3,0.017,0.012,0.014,0.053,0.01,0.003,0.011,0.04,0.011,0.007
3108,30-09-18,Cardiff,Burnley,M Atkinson,0.58,0.42,0.53,0.47,0.385,0.517,0,0.7,0.016,0.009,0.025,0.043,0.028,0.006,0.006,0,0.006,0.023
3351,31-03-19,Cardiff,Chelsea,C Pawson,0.518,0.482,0.511,0.489,0.208,0.433,0,0.8,0.006,0.009,0.011,0.026,0.004,0.013,0.008,0,0.008,0.015
3402,04-05-19,Cardiff,Crystal Palace,M Oliver,0.419,0.581,0.477,0.523,0.354,0.658,0,0.5,0.015,0.019,0.019,0.019,0.017,0.008,0.004,0.054,0,0
3309,26-02-19,Cardiff,Everton,K Friend,0.641,0.359,0.487,0.513,0.354,0.392,0,0.65,0,0.013,0.018,0.023,0.006,0.008,0.013,0,0.013,0.005
3121,20-10-18,Cardiff,Fulham,K Friend,0.62,0.38,0.37,0.63,0.333,0.358,0,0,0.016,0.017,0.033,0.043,0.011,0.011,0.006,0,0.019,0.022
3252,12-01-19,Cardiff,Huddersfield,L Mason,0.647,0.353,0.446,0.554,0.271,0.275,0,0.25,0,0.007,0.02,0.03,0.006,0.022,0,0,0.014,0.006
3142,03-11-18,Cardiff,Leicester,L Probert,0.49,0.51,0.54,0.46,0.365,0.525,0,0.6,0.006,0.021,0.027,0.031,0.016,0.031,0.006,0,0.012,0.014
3383,21-04-19,Cardiff,Liverpool,M Atkinson,0.5,0.5,0.579,0.421,0.365,0.617,0,0.85,0.004,0.017,0.008,0.009,0.009,0.017,0.016,0,0.004,0.005
3092,22-09-18,Cardiff,Man City,M Oliver,0.39,0.61,0.46,0.54,0.313,0.667,0,1,0.007,0.048,0.014,0.012,0.003,0.027,0.014,0,0.007,0.008
